level_0,index,Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number Of Engines,Engine Type,Far Description,Schedule,Purpose Of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Report Status,Publication Date,Make/Model,Year
373,32404,20001211X12029,Accident,MIA93LA090,1993-03-23,"JACKSONVILLE, FL",United States,,,,,Non-Fatal,,,N928HA,De Havilland,DHC-8-102,No,2.0,Turbo Prop,,SCHD,Unknown,"Henson Aviation, Inc. (dba: Usair Express)",0.0,1.0,0.0,21.0,VMC,Descent,Probable Cause,28-02-1994,De Havilland - DHC-8-102,1993
374,32405,20001211X11914,Incident,BFO93IA057,1993-03-23,"ROCHESTER, NY",United States,,,,,Incident,Minor,,N496UE,British Aerospace,BAE3201,No,2.0,Turbo Prop,,SCHD,Unknown,Atlantic Coast Airlines (dba: United Express),0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,03-11-1993,British Aerospace - BAE3201,1993
375,32406,20001211X11907,Accident,ATL93FA062,1993-03-23,"TULLAHOMA, TN",United States,,,THA,TULLAHOMA REGIONAL,Fatal(1),Destroyed,,N405PC,Cessna,402B,No,2.0,Reciprocating,,NSCH,Unknown,Springdale Air Service,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,17-06-1994,Cessna - 402B,1993
380,32411,20001211X11909,Accident,ATL93LA063,1993-03-24,"BLOUNTVILLE, TN",United States,,,TRI,TRI CITY REGIONAL,Non-Fatal,Substantial,,N8555R,Beech,58,No,2.0,Reciprocating,,,Other Work Use,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-11-1993,Beech - 58,1993
385,32416,20001211X11905,Accident,ANC93LA048,1993-03-25,"MEKORYUK, AK",United States,,,MYU,MEKORYUK,Non-Fatal,Substantial,,N9102Y,Piper,PA-31,No,2.0,Reciprocating,,,Business,,0.0,0.0,2.0,2.0,IMC,Approach,Probable Cause,17-08-1994,Piper - PA-31,1993
391,32422,20001211X11967,Incident,DEN93IA050,1993-03-27,"BOULDER, CO",United States,,,1V5,BOULDER MUNICIPAL,Incident,Minor,,N4519T,Piper,PA-34-200,No,2.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,13-10-1993,Piper - PA-34-200,1993
396,32427,20001211X12038,Accident,SEA93FA084,1993-03-28,"ESTACADA, OR",United States,,,,,Fatal(4),Destroyed,,N63888,Piper,PA-23-250,No,2.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,UNK,Climb,Probable Cause,30-06-1994,Piper - PA-23-250,1993
397,32428,20001211X12034,Accident,NYC93FA066,1993-03-28,"ELMWOOD PARK, NJ",United States,,,,,Fatal(6),Substantial,,N6382Y,Piper,PA-23-250,No,2.0,Reciprocating,,,Personal,,6.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,18-03-1994,Piper - PA-23-250,1993
411,32442,20001211X11940,Incident,CHI93IA124,1993-03-31,"MOLINE, IL",United States,,,,,Incident,,,N426TE,Aerospatiale,ATR-42-300,No,2.0,Turbo Prop,,SCHD,Unknown,Trans States Airlines (dba: Trans World Express),0.0,0.0,0.0,21.0,VMC,Cruise,Probable Cause,26-08-1994,Aerospatiale - ATR-42-300,1993
412,32443,20001211X11963,Accident,DCA93MA033,1993-03-31,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTL,Non-Fatal,Substantial,,N473EV,Boeing,747-121,No,4.0,Turbo Fan,,SCHD,Unknown,Japan Airlines,0.0,0.0,0.0,5.0,VMC,Climb,Probable Cause,10-05-1994,Boeing - 747-121,1993
414,32445,20001211X12077,Accident,ATL93MA068,1993-04-01,"BLOUNTVILLE, TN",United States,,,TRI,TRI-CITY REGIONAL,Fatal(4),Destroyed,,N500AK,Fairchild,SA227-TT,No,2.0,Turbo Prop,,,Executive/corporate,,4.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,16-03-1994,Fairchild - SA227-TT,1993
418,32449,20001211X12117,Accident,DEN93LA037,1993-04-01,"ECKERT, CO",United States,,,8CO5,WIDNER PRIVATE,Non-Fatal,Substantial,,N8210Y,Piper,PA-30,No,2.0,Reciprocating,,,Personal,,0.0,1.0,0.0,1.0,VMC,Approach,Probable Cause,18-03-1994,Piper - PA-30,1993
427,32458,20001211X12088,Accident,CHI93LA130,1993-04-03,"GREEN BAY, WI",United States,,,GRB,AUSTIN STRAUBEL FIELD,Non-Fatal,Substantial,,N4167P,Beech,B-55,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,25-07-1994,Beech - B-55,1993
430,32461,20001211X12079,Accident,CHI93FA129,1993-04-04,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Fatal(1),Minor,,N422MQ,Aerospatiale,ATR-42-300,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: American Eagle),1.0,0.0,0.0,48.0,VMC,Standing,Probable Cause,02-12-1994,Aerospatiale - ATR-42-300,1993
432,32463,20001211X12216,Accident,NYC93LA069,1993-04-04,"LEESBURG, VA",United States,,,JYO,LEESBURG MUNI,Non-Fatal,Substantial,,N777EV,Beech,E-55,No,2.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,19-11-1993,Beech - E-55,1993
437,32468,20001211X12240,Accident,SEA93FA088,1993-04-06,"CASPER, WY",United States,,,CPR,NATRONA COUNTY INT'L,Fatal(4),Destroyed,,N96JP,Mitsubishi,MU-2B-35,No,2.0,Turbo Prop,,NSCH,Unknown,Casper Air Service,4.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,30-08-1994,Mitsubishi - MU-2B-35,1993
438,32469,20001211X12125,Accident,FTW93FA117,1993-04-06,"MOORINGSPORT, LA",United States,,,,,Fatal(1),Destroyed,,N492DM,Beech,C-45H,No,2.0,Reciprocating,,NSCH,Unknown,"Eagle Airways, Inc.",1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,26-08-1994,Beech - C-45H,1993
439,32470,20001211X12107,Accident,DCA93MA037,1993-04-06,"SHEMYA, AK",United States,,,,,Fatal(2),Minor,,B2171,Mcdonnell Douglas,MD-11,No,3.0,Turbo Fan,,SCHD,Unknown,China Eastern Airlines,2.0,60.0,96.0,97.0,VMC,Cruise,Probable Cause,27-12-1994,Mcdonnell Douglas - MD-11,1993
448,32479,20001211X12131,Incident,FTW93IA118,1993-04-07,"HOUSTON, TX",United States,,,,,Incident,,,CFOOA,Boeing,757-200,No,2.0,Turbo Fan,,NSCH,Unknown,Canada 3000 Airline Ltd,0.0,0.0,0.0,40.0,IMC,Cruise,Probable Cause,03-12-1993,Boeing - 757-200,1993
464,32495,20001211X12169,Accident,LAX93LA174,1993-04-09,"GROVELAND, CA",United States,,,Q68,PINE MOUNTAIN LAKE,Non-Fatal,Substantial,,N3532G,Cessna,T310R,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-06-1994,Cessna - T310R,1993
468,32499,20001211X12087,Incident,CHI93IA152,1993-04-10,"KANSAS CITY, MO",United States,,,,,Incident,,,CGAUP,Boeing,767-233,No,2.0,Turbo Fan,,SCHD,Unknown,Air Canada,0.0,0.0,0.0,101.0,VMC,Cruise,Probable Cause,10-05-1994,Boeing - 767-233,1993
479,32510,20001211X12154,Accident,LAX93FA173,1993-04-11,"NOVATO, CA",United States,,,SRF,HAMILTON ARMY AIR FIELD,Fatal(2),Destroyed,,N7041L,Beech,95-B55,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-03-1994,Beech - 95-B55,1993
480,32511,20001211X12086,Incident,CHI93IA140,1993-04-11,"OSHKOSH, WI",United States,,,,,Incident,,,N855AW,British Aerospace,BAE-ATP,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: United Express),0.0,0.0,0.0,4.0,IMC,Cruise,Probable Cause,01-08-1994,British Aerospace - BAE-ATP,1993
486,32517,20001211X12153,Incident,FTW93IA125,1993-04-12,"ALEXANDRIA, LA",United States,,,,,Incident,Minor,,9KADD,Boeing,747-269BC,No,4.0,Turbo Jet,,NSCH,Unknown,(dba: Kuwait Airlines),0.0,0.0,0.0,40.0,VMC,Climb,Probable Cause,26-09-1994,Boeing - 747-269BC,1993
499,32530,20001211X12242,Accident,SEA93FA094A,1993-04-14,"STEPTOE, WA",United States,,,,,Non-Fatal,Destroyed,,USN,Grumman,A6E,No,2.0,Turbo Jet,,UNK,Unknown,,0.0,2.0,1.0,0.0,VMC,Maneuvering,Probable Cause,18-03-1994,Grumman - A6E,1993
502,32533,20001211X12108,Accident,DCA93MA040,1993-04-14,"DALLAS/FT WORTH, TX",United States,,,DFW,DALLAS/FT.WORTH INTL,Non-Fatal,Substantial,,N139AA,Douglas,DC-10-30,No,3.0,Turbo Fan,,SCHD,Unknown,American Airlines,0.0,2.0,38.0,162.0,IMC,Landing,Probable Cause,27-12-1994,Douglas - DC-10-30,1993
505,32536,20001211X12065,Accident,ATL93LA072,1993-04-15,"ELIZABETHTON, TN",United States,,,0A9,ELIZABETHON MUNICIPAL,Non-Fatal,Destroyed,,N878D,Piper,PA-23-250,No,2.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,IMC,Cruise,Probable Cause,03-11-1993,Piper - PA-23-250,1993
510,32541,20001211X12073,Accident,ATL93LA081,1993-04-15,"FORT PAYNE, AL",United States,,,4A9,ISBELL FIELD,Non-Fatal,Substantial,,N14A,Cessna,421B,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,8.0,VMC,Takeoff,Probable Cause,03-11-1993,Cessna - 421B,1993
515,32546,20001211X12144,Accident,FTW93LA133,1993-04-16,"MENA, AR",United States,,,M39,MENA,Non-Fatal,Substantial,,N9481T,Cessna,T303,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,25-10-1993,Cessna - T303,1993
516,32547,20001211X12143,Accident,FTW93LA131,1993-04-16,"WALNUT RIDGE, AR",United States,,,ARG,WALNUT RIDGE,Non-Fatal,Substantial,,N554GA,Hispano Aviacion,HA-200,No,2.0,Turbo Jet,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,03-11-1993,Hispano Aviacion - HA-200,1993
527,32558,20001211X12173,Accident,LAX93LA179,1993-04-17,"MESA, AZ",United States,,,FFZ,MESA FALCON FIELD,Non-Fatal,Substantial,,N5711X,Cessna,320,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-06-1994,Cessna - 320,1993
529,32560,20001211X12128,Accident,FTW93FA132,1993-04-18,"HENRYETTA, OK",United States,,,,,Fatal(1),Destroyed,,N4689P,Piper,PA-23-250,No,2.0,Reciprocating,,,Ferry,,1.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,30-06-1994,Piper - PA-23-250,1993
538,32569,20001211X12155,Accident,LAX93FA177,1993-04-19,"MERCED, CA",United States,,,MCE,MERCED MUNICIPAL,Non-Fatal,Destroyed,,N131CA,British Aerospace,BA 3101,No,2.0,Turbo Prop,,,Instructional,,0.0,1.0,2.0,0.0,VMC,Takeoff,Probable Cause,31-08-1994,British Aerospace - BA 3101,1993
539,32570,20001211X12106,Accident,DCA93GA042,1993-04-19,"ZWINGLE, IA",United States,,,DBQ,DUBUQUE REGIONAL,Fatal(8),Destroyed,,N86SD,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,,UNK,Public Aircraft,,8.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,10-05-1994,Mitsubishi - MU-2B-60,1993
540,32571,20001211X12231,Accident,NYC93LA088,1993-04-19,"NELLYSFORD, VA",United States,,,,,Non-Fatal,Substantial,,N1494P,Piper,PA-23-150,No,2.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,28-02-1994,Piper - PA-23-150,1993
545,32576,20001211X12199,Accident,MIA93LA106,1993-04-20,"ZEPHYRHILLS, FL",United States,,,,,Non-Fatal,Substantial,,N8056,Douglas,DC-3C,No,2.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,42.0,VMC,Takeoff,Probable Cause,28-02-1994,Douglas - DC-3C,1993
549,32580,20001211X12146,Accident,FTW93LA135,1993-04-21,"NO. LITTLE ROCK, AR",United States,,,1M1,N. LITTLE ROCK,Non-Fatal,Substantial,,N3057T,Cessna,320C,No,2.0,Reciprocating,,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-10-1993,Cessna - 320C,1993
554,32585,20001211X12060,Incident,ATL93IA079,1993-04-22,"CHARLOTTE, NC",United States,,,,,Incident,,,N159CC,Short Brothers,SD 3-60,No,2.0,Turbo Prop,,SCHD,Unknown,"Ccair, Inc (dba: Usair Express)",0.0,0.0,1.0,35.0,VMC,Cruise,Probable Cause,02-12-1994,Short Brothers - SD 3-60,1993
556,32587,20001211X12097,Accident,CHI93LA145,1993-04-22,"PORT HURON, MI",United States,,,PHN,ST. CLAIR COUNTY INT'L,Non-Fatal,Substantial,,N654N,Piper,PA-31-310,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,25-07-1994,Piper - PA-31-310,1993
560,32591,20001211X12116,Incident,DEN93IA044,1993-04-23,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,,,N905UA,Boeing,737-522,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,133.0,VMC,Approach,Probable Cause,20-09-1994,Boeing - 737-522,1993
574,32605,20001211X12157,Accident,LAX93FA186,1993-04-25,"TUCSON, AZ",United States,,,TUS,TUCSON,Fatal(2),Destroyed,,N158WB,Beech,58,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,19-11-1993,Beech - 58,1993
581,32612,20001211X12202,Accident,MIA93LA110,1993-04-26,"MIAMI, FL",United States,,,,,Non-Fatal,,,N646DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Air Lines, Inc.",0.0,1.0,0.0,61.0,IMC,Descent,Probable Cause,03-11-1993,Boeing - 757-232,1993
582,32613,20001211X12113,Accident,DEN93FA047,1993-04-26,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Non-Fatal,Substantial,,N14816,Mcdonnell Douglas,DC-9-82,No,2.0,Turbo Jet,,SCHD,Unknown,Continental Airlines,0.0,0.0,0.0,90.0,VMC,Approach,Probable Cause,30-06-1994,Mcdonnell Douglas - DC-9-82,1993
583,32614,20001211X12235,Accident,NYC93LA092,1993-04-26,"HOLLAND, VA",United States,,,62VA,GRASSO SALVAGE,Non-Fatal,Substantial,,N9CV,Cessna,P337,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-11-1993,Cessna - P337,1993
587,32618,20001211X12059,Accident,ATL93FA082B,1993-04-27,"STATESBORO, GA",United States,,,TBR,STATESBORO MUNICIPAL,Fatal(2),Destroyed,,N47WD,Cessna,414A,No,2.0,Reciprocating,,,Personal,,2.0,1.0,1.0,0.0,VMC,Landing,Probable Cause,02-12-1994,Cessna - 414A,1993
588,32619,20001211X12209,Accident,MIA93WA113,1993-04-27,"MIDDLE CAICOS, TURKS AND CAICOS ISLANDS",Turks And Caicos Islands,,,,,Non-Fatal,Substantial,,N666L,Cessna,401,No,2.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,6.0,VMC,,Foreign,06-11-1995,Cessna - 401,1993
589,32620,20001211X12114,Accident,DEN93FA049,1993-04-27,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Non-Fatal,Substantial,,N72822,Mcdonnell Douglas,DC-9-82,No,2.0,Turbo Jet,,SCHD,Unknown,,0.0,0.0,2.0,119.0,VMC,Landing,Probable Cause,30-06-1994,Mcdonnell Douglas - DC-9-82,1993
599,32630,20001211X12105,Accident,CHI93MA143,1993-04-28,"SHELTON, NE",United States,,,,,Fatal(2),Destroyed,,N115GP,Beech,C99,No,2.0,Turbo Prop,,,Instructional,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,10-05-1994,Beech - C99,1993
606,32637,20001211X12115,Accident,DEN93FA052,1993-04-29,"TELLURIDE, CO",United States,,,,,Fatal(2),Destroyed,,N5650N,Beech,58,No,2.0,Reciprocating,,,Positioning,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,31-08-1994,Beech - 58,1993
607,32638,20001211X12084,Accident,CHI93FA149,1993-04-29,"VALLEY PARK, MO",United States,,,SUS,SPIRIT OF ST LOUIS,Fatal(2),Destroyed,,N4939M,Cessna,421B,No,2.0,Reciprocating,,,Unknown,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,30-08-1994,Cessna - 421B,1993
610,32641,20001211X12152,Accident,FTW93MA143,1993-04-29,"PINE BLUFF, AR",United States,,,PBF,GRIDER FIELD,Non-Fatal,Substantial,,N24706,Embraer,EMB-120 RT,No,2.0,Turbo Prop,,SCHD,Unknown,Continental Express (dba: Continental Express),0.0,0.0,13.0,17.0,VMC,Climb,Probable Cause,10-05-1994,Embraer - EMB-120 RT,1993
614,32645,20001211X12159,Incident,LAX93IA198,1993-04-30,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTERNATIONAL,Incident,Minor,,N803DE,Mcdonnell Douglas,MD-11,No,3.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,277.0,VMC,Landing,Probable Cause,30-08-1994,Mcdonnell Douglas - MD-11,1993
616,32647,20001211X12151,Accident,FTW93LA145,1993-04-30,"BROOKSHIRE, TX",United States,,,27XS,SPORTY FLYER,Non-Fatal,Substantial,,N48AA,Cessna,310H,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,26-08-1994,Cessna - 310H,1993
622,32653,20001211X12370,Accident,DEN93FA053,1993-05-01,"MOUNT IDA, AR",United States,,,,,Fatal(2),Destroyed,,N530N,Beech,65-A90,No,2.0,Turbo Prop,,,Personal,,2.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,04-05-1994,Beech - 65-A90,1993
625,32656,20001211X12296,Accident,BFO93LA064,1993-05-01,"XENIA, OH",United States,,,,,Non-Fatal,Substantial,,N665M,Beech,E18S,No,2.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,10.0,VMC,Takeoff,Probable Cause,18-03-1994,Beech - E18S,1993
630,32661,20001211X12452,Accident,MIA93LA114,1993-05-02,"FORT LAUDERDALE, FL",United States,,,,,Non-Fatal,Destroyed,,N7656Q,Cessna,310Q,No,2.0,Reciprocating,,NSCH,Unknown,"Locair, Inc.",0.0,0.0,2.0,1.0,VMC,Cruise,Probable Cause,03-12-1993,Cessna - 310Q,1993
632,32663,20001211X12415,Accident,LAX93LA196,1993-05-02,"PARADISE, CA",United States,,,,,Non-Fatal,Destroyed,,N12828,Dornier,DO-28,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,15-11-1993,Dornier - DO-28,1993
644,32675,20001211X12337,Accident,CHI93FA158,1993-05-04,"LONE ROCK, WI",United States,,,LNR,TRI-COUNTY REGIONAL,Fatal(1),Destroyed,,N80CB,Beech,E-18S,No,2.0,Reciprocating,,NSCH,Unknown,"Viking Express, Inc.",1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,25-07-1994,Beech - E-18S,1993
645,32676,20001211X12347,Accident,CHI93LA160,1993-05-04,"MUSKEGON, MI",United States,,,MKG,MUSKEGON COUNTY,Non-Fatal,Substantial,,N254AT,Aerospatiale,ATR-42-300,No,2.0,Turbo Prop,,SCHD,Unknown,Simmons Airlines (dba: American Eagle),0.0,0.0,0.0,44.0,VMC,Landing,Probable Cause,03-11-1993,Aerospatiale - ATR-42-300,1993
648,32679,20001211X12301,Accident,BFO93LA069,1993-05-04,"CLARKSBURG, WV",United States,,,,BENEDUM FIELD,Non-Fatal,Substantial,,N130AT,Beech,B100,No,2.0,Turbo Prop,,,Business,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,13-10-1993,Beech - B100,1993
650,32681,20001211X12451,Incident,MIA93IA120,1993-05-05,"DAYTONA BEACH, FL",United States,,,44J,SPRUCE CREEK,Incident,Minor,,N21427,Piper,PA-44-180,No,2.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-06-1994,Piper - PA-44-180,1993
666,32697,20001211X12369,Accident,CHI93LA327,1993-05-07,"GREEN BAY, WI",United States,,,GRB,AUSTIN STRABEL,Non-Fatal,,,N852AW,British Aerospace,ATP,No,2.0,Turbo Prop,,SCHD,Unknown,Air Wisconsin (dba: United Express),0.0,1.0,0.0,33.0,VMC,Standing,Probable Cause,17-08-1994,British Aerospace - ATP,1993
667,32698,20001211X12295,Incident,BFO93IA070,1993-05-07,"PITTSBURGH, PA",United States,,,PIT,GREATER PITTSBURGH,Incident,Minor,,N867US,Fokker,F28-MK-0100,No,2.0,Turbo Jet,,SCHD,Unknown,Usair,0.0,0.0,1.0,50.0,VMC,Landing,Probable Cause,03-11-1993,Fokker - F28-MK-0100,1993
679,32710,20001211X12303,Accident,BFO93LA072,1993-05-08,"SIMSBURY, CT",United States,,,4B9,SIMSBURY,Non-Fatal,Substantial,,N47448,Piper,PA-34-200T,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,17-05-1994,Piper - PA-34-200T,1993
690,32721,20001211X12343,Incident,CHI93IA167,1993-05-10,"WEST CHICAGO, IL",United States,,,DPA,DUPAGE COUNTY,Incident,,,N41SM,Cessna,550,No,2.0,Turbo Fan,,,Executive/corporate,,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,30-09-1994,Cessna - 550,1993
695,32726,20001211X12373,Accident,DEN93LA055,1993-05-11,"WATKINS, CO",United States,,,FTG,FRONT RANGE,Non-Fatal,Destroyed,,N7198Y,Piper,PA-30,No,2.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,18-02-1994,Piper - PA-30,1993
700,32731,20001211X12427,Accident,LAX93LA212,1993-05-11,"ELKO, NV",United States,,,EKO,ELKO MUNI,Non-Fatal,Substantial,,N714ZL,Cessna,152,No,2.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,22-06-1994,Cessna - 152,1993
718,32749,20001211X12394,Accident,FTW93LA154,1993-05-14,"ROSELAND, LA",United States,,,,,Non-Fatal,Substantial,,N407CS,Cessna,310D,No,2.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,30-06-1994,Cessna - 310D,1993
739,32770,20001211X12397,Accident,FTW93LA157,1993-05-16,"MARIETTA, OK",United States,,,T40,MCGEHEE'S,Non-Fatal,Substantial,,N6244D,Aero Commander,680,No,2.0,Reciprocating,,,Personal,,0.0,0.0,2.0,2.0,VMC,Landing,Probable Cause,03-11-1993,Aero Commander - 680,1993
750,32781,20001211X12430,Accident,LAX93LA217,1993-05-17,"JEAN, NV",United States,,,OL7,JEAN,Non-Fatal,Substantial,,N410DS,Piper,PA-34-200,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,15-11-1993,Piper - PA-34-200,1993
780,32811,20001211X12341,Accident,CHI93FA180,1993-05-22,"NORTH BRANCH, MN",United States,,,MY90,SCOTT'S DUE NORTH AIRPORT,Fatal(1),Destroyed,,N67E,Beech,C-18S,No,2.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,17-08-1994,Beech - C-18S,1993
782,32813,20001211X12493,Accident,SEA93LA138,1993-05-22,"BULLFROG, UT",United States,,,U07,BULLFROG,Non-Fatal,Substantial,,N620E,Beech,60,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,17-05-1994,Beech - 60,1993
796,32827,20001211X12488,Accident,SEA93LA121,1993-05-25,"AFTON, WY",United States,,,AFO,AFTON,Non-Fatal,Destroyed,,N7569Y,Piper,PA-30,No,2.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-03-1994,Piper - PA-30,1993
799,32830,20001211X12384,Accident,FTW93FA165,1993-05-25,"SANTA FE, NM",United States,,,SAF,SANTA FE MUNICIPAL,Fatal(4),Destroyed,,N241DT,Fairchild,SA-226T,No,2.0,Turbo Prop,,,Instructional,,4.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,22-06-1994,Fairchild - SA-226T,1993
801,32832,20001211X12383,Accident,FTW93FA163,1993-05-25,"LAFAYETTE, LA",United States,,,LFT,LAFAYETTE REGIONAL,Non-Fatal,Substantial,,N401PH,Mbb,BK 117 A-4,No,2.0,Turbo Shaft,,,Unknown,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,31-08-1994,Mbb - BK 117 A-4,1993
802,32833,20001211X12269,Accident,ANC93LA068,1993-05-25,"KIVALINA, AK",United States,,,KVL,KIVALINA,Non-Fatal,Substantial,,N401NA,Cessna,402B,No,2.0,Reciprocating,,SCHD,Unknown,Alaska Island Air,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,18-08-1994,Cessna - 402B,1993
808,32839,20001211X12262,Incident,ANC93IA085,1993-05-26,"KING SALMON, AK",United States,,,AKN,KING SALMON,Incident,Minor,,N3588Z,Piper,PA-31-350,No,2.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-12-1994,Piper - PA-31-350,1993
820,32851,20001211X12406,Accident,FTW93LA170,1993-05-27,"SEARCY, AR",United States,,,MO7,SEARCY MUNICIPAL,Non-Fatal,Substantial,,N5272Y,Piper,PA-23-250,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,30-06-1994,Piper - PA-23-250,1993
823,32854,20001211X12363,Accident,CHI93LA184,1993-05-27,"ELY, MN",United States,,,,,Non-Fatal,Substantial,,N3333P,Piper,PA-23-160,No,2.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,IMC,Cruise,Probable Cause,17-08-1994,Piper - PA-23-160,1993
829,32860,20001211X12412,Accident,LAX93FA231,1993-05-28,"LEE VINING, CA",United States,,,,,Fatal(4),Destroyed,,N2R,Beech,D-50E,No,2.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,30-06-1994,Beech - D-50E,1993
832,32863,20001211X12260,Accident,ANC93FA070,1993-05-28,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Substantial,,N4198T,Cessna,320,No,2.0,Reciprocating,,,Business,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,10-11-1994,Cessna - 320,1993
836,32867,20001211X12445,Accident,LAX93LA236,1993-05-29,"SEDONA, AZ",United States,,,SEZ,SEDONA,Non-Fatal,Substantial,,N5388T,Piper,PA-34-200,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,30-06-1994,Piper - PA-34-200,1993
